mode,k,q,op,key_index,sample_index,nanoseconds
chord_tensor,16,67,keygen,1,14,3287237
chord_tensor,16,67,keygen,1,15,3212665
chord_tensor,16,67,keygen,1,16,3168530
chord_tensor,16,67,keygen,1,17,3003354
chord_tensor,16,67,keygen,1,18,3027873
chord_tensor,16,67,keygen,1,19,3102028
chord_tensor,16,67,keygen,2,0,3029346
chord_tensor,16,67,keygen,2,1,2892016
chord_tensor,16,67,keygen,2,2,2852274
chord_tensor,16,67,keygen,2,3,2849353
chord_tensor,16,67,keygen,2,4,2845633
chord_tensor,16,67,keygen,2,5,2882940
chord_tensor,16,67,keygen,2,6,2924977
chord_tensor,16,67,keygen,2,7,2831554
chord_tensor,16,67,keygen,2,8,2800069
chord_tensor,16,67,keygen,2,9,2716319
chord_tensor,16,67,keygen,2,10,2773286
chord_tensor,16,67,keygen,2,11,2792399
chord_tensor,16,67,keygen,2,12,2802524
chord_tensor,16,67,keygen,2,13,2731450
chord_tensor,16,67,keygen,2,14,2708041
chord_tensor,16,67,keygen,2,15,2775043
chord_tensor,16,67,keygen,2,16,2741127
chord_tensor,16,67,keygen,2,17,2708775
chord_tensor,16,67,keygen,2,18,2744513
chord_tensor,16,67,keygen,2,19,2690567
chord_tensor,16,67,sign,0,0,30325
chord_tensor,16,67,sign,0,1,30367
chord_tensor,16,67,sign,0,2,30449
chord_tensor,16,67,sign,0,3,30083
chord_tensor,16,67,sign,0,4,31862
chord_tensor,16,67,sign,0,5,30192
chord_tensor,16,67,sign,0,6,30307
chord_tensor,16,67,sign,0,7,43177
chord_tensor,16,67,sign,0,8,31053
chord_tensor,16,67,sign,0,9,30939
chord_tensor,16,67,sign,0,10,31000
chord_tensor,16,67,sign,0,11,30926
chord_tensor,16,67,sign,0,12,34565
chord_tensor,16,67,sign,0,13,31093
chord_tensor,16,67,sign,0,14,30987
chord_tensor,16,67,sign,0,15,31027
chord_tensor,16,67,sign,0,16,30969
chord_tensor,16,67,sign,0,17,30981
chord_tensor,16,67,sign,0,18,30997
chord_tensor,16,67,sign,0,19,30911
chord_tensor,16,67,sign,0,20,32570
chord_tensor,16,67,sign,0,21,31166
chord_tensor,16,67,sign,0,22,30954
chord_tensor,16,67,sign,0,23,30988
chord_tensor,16,67,sign,0,24,31103
chord_tensor,16,67,sign,0,25,31092
chord_tensor,16,67,sign,0,26,30820
chord_tensor,16,67,sign,0,27,30942
chord_tensor,16,67,sign,0,28,32676
chord_tensor,16,67,sign,0,29,30867
chord_tensor,16,67,sign,0,30,31074
chord_tensor,16,67,sign,0,31,30954
chord_tensor,16,67,sign,0,32,30894
chord_tensor,16,67,sign,0,33,30863
chord_tensor,16,67,sign,0,34,30980
chord_tensor,16,67,sign,0,35,30892
chord_tensor,16,67,sign,0,36,32464
chord_tensor,16,67,sign,0,37,30972
chord_tensor,16,67,sign,0,38,44168
chord_tensor,16,67,sign,0,39,31644
chord_tensor,16,67,sign,1,0,31788
chord_tensor,16,67,sign,1,1,31694
chord_tensor,16,67,sign,1,2,31741
chord_tensor,16,67,sign,1,3,31691
chord_tensor,16,67,sign,1,4,31814
chord_tensor,16,67,sign,1,5,31740
chord_tensor,16,67,sign,1,6,31680
chord_tensor,16,67,sign,1,7,33404
chord_tensor,16,67,sign,1,8,31746
chord_tensor,16,67,sign,1,9,31817
chord_tensor,16,67,sign,1,10,31631
chord_tensor,16,67,sign,1,11,31733
chord_tensor,16,67,sign,1,12,31645
chord_tensor,16,67,sign,1,13,31748
chord_tensor,16,67,sign,1,14,31725
chord_tensor,16,67,sign,1,15,33332
chord_tensor,16,67,sign,1,16,31936
chord_tensor,16,67,sign,1,17,31586
chord_tensor,16,67,sign,1,18,31744
chord_tensor,16,67,sign,1,19,31638
chord_tensor,16,67,sign,1,20,31697
chord_tensor,16,67,sign,1,21,31765
chord_tensor,16,67,sign,1,22,31654
chord_tensor,16,67,sign,1,23,33272
chord_tensor,16,67,sign,1,24,31757
chord_tensor,16,67,sign,1,25,31597
chord_tensor,16,67,sign,1,26,31650
chord_tensor,16,67,sign,1,27,31699
chord_tensor,16,67,sign,1,28,31728
chord_tensor,16,67,sign,1,29,32960
chord_tensor,16,67,sign,1,30,31707
chord_tensor,16,67,sign,1,31,33253
chord_tensor,16,67,sign,1,32,31647
chord_tensor,16,67,sign,1,33,31834
chord_tensor,16,67,sign,1,34,31685
chord_tensor,16,67,sign,1,35,31667
chord_tensor,16,67,sign,1,36,31846
chord_tensor,16,67,sign,1,37,31817
chord_tensor,16,67,sign,1,38,31630
chord_tensor,16,67,sign,1,39,33378
chord_tensor,16,67,sign,2,0,31681
chord_tensor,16,67,sign,2,1,31807
chord_tensor,16,67,sign,2,2,33311
chord_tensor,16,67,sign,2,3,31716
chord_tensor,16,67,sign,2,4,31894
chord_tensor,16,67,sign,2,5,31698
chord_tensor,16,67,sign,2,6,31844
chord_tensor,16,67,sign,2,7,31588
chord_tensor,16,67,sign,2,8,31655
chord_tensor,16,67,sign,2,9,31715
chord_tensor,16,67,sign,2,10,33396
chord_tensor,16,67,sign,2,11,31732
chord_tensor,16,67,sign,2,12,31635
chord_tensor,16,67,sign,2,13,31715
chord_tensor,16,67,sign,2,14,31680
chord_tensor,16,67,sign,2,15,576539
chord_tensor,16,67,sign,2,16,32030
chord_tensor,16,67,sign,2,17,31779
chord_tensor,16,67,sign,2,18,33739
chord_tensor,16,67,sign,2,19,31848
chord_tensor,16,67,sign,2,20,31924
chord_tensor,16,67,sign,2,21,31840
chord_tensor,16,67,sign,2,22,31663
chord_tensor,16,67,sign,2,23,31733
chord_tensor,16,67,sign,2,24,31656
chord_tensor,16,67,sign,2,25,31757
chord_tensor,16,67,sign,2,26,33349
chord_tensor,16,67,sign,2,27,31768
chord_tensor,16,67,sign,2,28,31712
chord_tensor,16,67,sign,2,29,34522
chord_tensor,16,67,sign,2,30,31789
chord_tensor,16,67,sign,2,31,31707
chord_tensor,16,67,sign,2,32,31733
chord_tensor,16,67,sign,2,33,31679
chord_tensor,16,67,sign,2,34,33293
chord_tensor,16,67,sign,2,35,31841
chord_tensor,16,67,sign,2,36,31648
chord_tensor,16,67,sign,2,37,31662
chord_tensor,16,67,sign,2,38,31781
chord_tensor,16,67,sign,2,39,31698
chord_tensor,16,67,verify,0,0,75903
chord_tensor,16,67,verify,0,1,71529
chord_tensor,16,67,verify,0,2,76137
chord_tensor,16,67,verify,0,3,72518
chord_tensor,16,67,verify,0,4,76141
chord_tensor,16,67,verify,0,5,76129
chord_tensor,16,67,verify,0,6,76200
chord_tensor,16,67,verify,0,7,76084
chord_tensor,16,67,verify,0,8,76074
chord_tensor,16,67,verify,0,9,72727
chord_tensor,16,67,verify,0,10,76112
chord_tensor,16,67,verify,0,11,75781
chord_tensor,16,67,verify,0,12,72494
chord_tensor,16,67,verify,0,13,77611
chord_tensor,16,67,verify,0,14,75840
chord_tensor,16,67,verify,0,15,75579
chord_tensor,16,67,verify,0,16,75631
chord_tensor,16,67,verify,0,17,75629
chord_tensor,16,67,verify,0,18,75690
chord_tensor,16,67,verify,0,19,75745
chord_tensor,16,67,verify,0,20,75682
chord_tensor,16,67,verify,0,21,75533
chord_tensor,16,67,verify,0,22,75638
chord_tensor,16,67,verify,0,23,75597
chord_tensor,16,67,verify,0,24,75675
chord_tensor,16,67,verify,0,25,75585
chord_tensor,16,67,verify,0,26,76895
chord_tensor,16,67,verify,0,27,75514
chord_tensor,16,67,verify,0,28,75561
chord_tensor,16,67,verify,0,29,72163
chord_tensor,16,67,verify,0,30,75558
chord_tensor,16,67,verify,0,31,75587
chord_tensor,16,67,verify,0,32,75672
chord_tensor,16,67,verify,0,33,67721
chord_tensor,16,67,verify,0,34,75515
chord_tensor,16,67,verify,0,35,71658
chord_tensor,16,67,verify,0,36,75588
chord_tensor,16,67,verify,0,37,75495
chord_tensor,16,67,verify,0,38,75585
chord_tensor,16,67,verify,0,39,77244
chord_tensor,16,67,verify,1,0,75136
chord_tensor,16,67,verify,1,1,75265
chord_tensor,16,67,verify,1,2,75211
chord_tensor,16,67,verify,1,3,75268
chord_tensor,16,67,verify,1,4,76914
chord_tensor,16,67,verify,1,5,71803
chord_tensor,16,67,verify,1,6,75365
chord_tensor,16,67,verify,1,7,71843
chord_tensor,16,67,verify,1,8,75267
chord_tensor,16,67,verify,1,9,75343
chord_tensor,16,67,verify,1,10,75374
chord_tensor,16,67,verify,1,11,71297
chord_tensor,16,67,verify,1,12,75282
chord_tensor,16,67,verify,1,13,75342
chord_tensor,16,67,verify,1,14,75298
chord_tensor,16,67,verify,1,15,75290
chord_tensor,16,67,verify,1,16,75153
chord_tensor,16,67,verify,1,17,76664
chord_tensor,16,67,verify,1,18,71772
chord_tensor,16,67,verify,1,19,77195
chord_tensor,16,67,verify,1,20,75448
chord_tensor,16,67,verify,1,21,71547
chord_tensor,16,67,verify,1,22,75167
chord_tensor,16,67,verify,1,23,71552
chord_tensor,16,67,verify,1,24,75247
chord_tensor,16,67,verify,1,25,75279
chord_tensor,16,67,verify,1,26,75243
chord_tensor,16,67,verify,1,27,75238
chord_tensor,16,67,verify,1,28,75402
chord_tensor,16,67,verify,1,29,75224
chord_tensor,16,67,verify,1,30,73412
chord_tensor,16,67,verify,1,31,75327
chord_tensor,16,67,verify,1,32,75323
chord_tensor,16,67,verify,1,33,75237
chord_tensor,16,67,verify,1,34,75309
chord_tensor,16,67,verify,1,35,75372
chord_tensor,16,67,verify,1,36,71499
chord_tensor,16,67,verify,1,37,75228
chord_tensor,16,67,verify,1,38,75293
chord_tensor,16,67,verify,1,39,71257
chord_tensor,16,67,verify,2,0,75134
chord_tensor,16,67,verify,2,1,71716
chord_tensor,16,67,verify,2,2,75366
chord_tensor,16,67,verify,2,3,75350
chord_tensor,16,67,verify,2,4,75415
chord_tensor,16,67,verify,2,5,75362
chord_tensor,16,67,verify,2,6,75243
chord_tensor,16,67,verify,2,7,75324
chord_tensor,16,67,verify,2,8,76691
chord_tensor,16,67,verify,2,9,75246
chord_tensor,16,67,verify,2,10,75401
chord_tensor,16,67,verify,2,11,75397
chord_tensor,16,67,verify,2,12,75290
chord_tensor,16,67,verify,2,13,71689
chord_tensor,16,67,verify,2,14,75236
chord_tensor,16,67,verify,2,15,71719
chord_tensor,16,67,verify,2,16,75236
chord_tensor,16,67,verify,2,17,75366
chord_tensor,16,67,verify,2,18,75223
chord_tensor,16,67,verify,2,19,75239
chord_tensor,16,67,verify,2,20,71789
chord_tensor,16,67,verify,2,21,76848
chord_tensor,16,67,verify,2,22,75277
chord_tensor,16,67,verify,2,23,71815
chord_tensor,16,67,verify,2,24,71555
chord_tensor,16,67,verify,2,25,75240
chord_tensor,16,67,verify,2,26,75250
chord_tensor,16,67,verify,2,27,71844
chord_tensor,16,67,verify,2,28,71855
chord_tensor,16,67,verify,2,29,67590
chord_tensor,16,67,verify,2,30,71534
chord_tensor,16,67,verify,2,31,75256
chord_tensor,16,67,verify,2,32,75253
chord_tensor,16,67,verify,2,33,75228
chord_tensor,16,67,verify,2,34,75242
chord_tensor,16,67,verify,2,35,69282
chord_tensor,16,67,verify,2,36,75182
chord_tensor,16,67,verify,2,37,75330
chord_tensor,16,67,verify,2,38,75315
chord_tensor,16,67,verify,2,39,75270
chord_tensor,32,131,keygen,0,0,33618343
chord_tensor,32,131,keygen,0,1,33907020
chord_tensor,32,131,keygen,0,2,33955116
chord_tensor,32,131,keygen,0,3,33546608
chord_tensor,32,131,keygen,0,4,33285964
chord_tensor,32,131,keygen,0,5,34094451
chord_tensor,32,131,keygen,0,6,39571280
chord_tensor,32,131,keygen,0,7,35586785
chord_tensor,32,131,keygen,0,8,32765666
chord_tensor,32,131,keygen,0,9,33373986
chord_tensor,32,131,keygen,0,10,33001656
chord_tensor,32,131,keygen,0,11,35951946
chord_tensor,32,131,keygen,0,12,41832134
chord_tensor,32,131,keygen,0,13,36084356
chord_tensor,32,131,keygen,0,14,33045669
chord_tensor,32,131,keygen,0,15,33498231
chord_tensor,32,131,keygen,0,16,34035854
chord_tensor,32,131,keygen,0,17,34112827
chord_tensor,32,131,keygen,0,18,33809893
chord_tensor,32,131,keygen,0,19,33715655
chord_tensor,32,131,keygen,1,0,33483968
chord_tensor,32,131,keygen,1,1,34053266
chord_tensor,32,131,keygen,1,2,33125944
chord_tensor,32,131,keygen,1,3,34104625
chord_tensor,32,131,keygen,1,4,34851074
chord_tensor,32,131,keygen,1,5,34267320
chord_tensor,32,131,keygen,1,6,33874791
chord_tensor,32,131,keygen,1,7,33601228
chord_tensor,32,131,keygen,1,8,33704719
chord_tensor,32,131,keygen,1,9,33727052
chord_tensor,32,131,keygen,1,10,34117294
chord_tensor,32,131,keygen,1,11,33476325
chord_tensor,32,131,keygen,1,12,33458116
chord_tensor,32,131,keygen,1,13,33477410
chord_tensor,32,131,keygen,1,14,33847899
chord_tensor,32,131,keygen,1,15,37857539
chord_tensor,32,131,keygen,1,16,33781891
chord_tensor,32,131,keygen,1,17,32225578
chord_tensor,32,131,keygen,1,18,33262331
chord_tensor,32,131,keygen,1,19,35355371
chord_tensor,32,131,keygen,2,0,34799994
chord_tensor,32,131,keygen,2,1,34218665
chord_tensor,32,131,keygen,2,2,33320933
chord_tensor,32,131,keygen,2,3,33612742
chord_tensor,32,131,keygen,2,4,34244544
chord_tensor,32,131,keygen,2,5,36363668
chord_tensor,32,131,keygen,2,6,33143440
chord_tensor,32,131,keygen,2,7,33879597
chord_tensor,32,131,keygen,2,8,33653463
chord_tensor,32,131,keygen,2,9,33568758
chord_tensor,32,131,keygen,2,10,33417567
chord_tensor,32,131,keygen,2,11,33656546
chord_tensor,32,131,keygen,2,12,33655951
chord_tensor,32,131,keygen,2,13,33266066
chord_tensor,32,131,keygen,2,14,34060908
chord_tensor,32,131,keygen,2,15,34093980
chord_tensor,32,131,keygen,2,16,33422988
chord_tensor,32,131,keygen,2,17,33243330
chord_tensor,32,131,keygen,2,18,33671208
chord_tensor,32,131,keygen,2,19,34018741
chord_tensor,32,131,sign,0,0,85502
chord_tensor,32,131,sign,0,1,85595
chord_tensor,32,131,sign,0,2,85424
chord_tensor,32,131,sign,0,3,86964
chord_tensor,32,131,sign,0,4,85642
chord_tensor,32,131,sign,0,5,85202
chord_tensor,32,131,sign,0,6,87150
chord_tensor,32,131,sign,0,7,85246
chord_tensor,32,131,sign,0,8,87442
chord_tensor,32,131,sign,0,9,85386
chord_tensor,32,131,sign,0,10,85309
chord_tensor,32,131,sign,0,11,87049
chord_tensor,32,131,sign,0,12,85409
chord_tensor,32,131,sign,0,13,87127
chord_tensor,32,131,sign,0,14,85308
chord_tensor,32,131,sign,0,15,87052
chord_tensor,32,131,sign,0,16,85698
chord_tensor,32,131,sign,0,17,85549
chord_tensor,32,131,sign,0,18,85329
chord_tensor,32,131,sign,0,19,100136
chord_tensor,32,131,sign,0,20,83238
chord_tensor,32,131,sign,0,21,85032
chord_tensor,32,131,sign,0,22,83300
chord_tensor,32,131,sign,0,23,83119
chord_tensor,32,131,sign,0,24,83350
chord_tensor,32,131,sign,0,25,82980
chord_tensor,32,131,sign,0,26,83148
chord_tensor,32,131,sign,0,27,84656
chord_tensor,32,131,sign,0,28,96393
chord_tensor,32,131,sign,0,29,85109
chord_tensor,32,131,sign,0,30,85300
chord_tensor,32,131,sign,0,31,89102
chord_tensor,32,131,sign,0,32,85346
chord_tensor,32,131,sign,0,33,85120
chord_tensor,32,131,sign,0,34,85176
chord_tensor,32,131,sign,0,35,86862
chord_tensor,32,131,sign,0,36,85303
chord_tensor,32,131,sign,0,37,85188
chord_tensor,32,131,sign,0,38,85410
chord_tensor,32,131,sign,0,39,85297
chord_tensor,32,131,sign,1,0,83082
chord_tensor,32,131,sign,1,1,82875
chord_tensor,32,131,sign,1,2,84767
chord_tensor,32,131,sign,1,3,83358
chord_tensor,32,131,sign,1,4,82760
chord_tensor,32,131,sign,1,5,83110
chord_tensor,32,131,sign,1,6,84844
chord_tensor,32,131,sign,1,7,83204
chord_tensor,32,131,sign,1,8,83062
chord_tensor,32,131,sign,1,9,84390
chord_tensor,32,131,sign,1,10,83130
chord_tensor,32,131,sign,1,11,83362
chord_tensor,32,131,sign,1,12,82840
chord_tensor,32,131,sign,1,13,84823
chord_tensor,32,131,sign,1,14,84936
chord_tensor,32,131,sign,1,15,85072
chord_tensor,32,131,sign,1,16,84884
chord_tensor,32,131,sign,1,17,82862
chord_tensor,32,131,sign,1,18,83135
chord_tensor,32,131,sign,1,19,83129
chord_tensor,32,131,sign,1,20,82913
chord_tensor,32,131,sign,1,21,85460
chord_tensor,32,131,sign,1,22,84853
chord_tensor,32,131,sign,1,23,83215
chord_tensor,32,131,sign,1,24,83115
chord_tensor,32,131,sign,1,25,82912
chord_tensor,32,131,sign,1,26,82930
chord_tensor,32,131,sign,1,27,83018
chord_tensor,32,131,sign,1,28,83143
chord_tensor,32,131,sign,1,29,83195
chord_tensor,32,131,sign,1,30,84642
chord_tensor,32,131,sign,1,31,83143
chord_tensor,32,131,sign,1,32,82977
chord_tensor,32,131,sign,1,33,85103
chord_tensor,32,131,sign,1,34,82937
chord_tensor,32,131,sign,1,35,83073
chord_tensor,32,131,sign,1,36,83065
chord_tensor,32,131,sign,1,37,82929
chord_tensor,32,131,sign,1,38,84434
chord_tensor,32,131,sign,1,39,83323
chord_tensor,32,131,sign,2,0,84457
chord_tensor,32,131,sign,2,1,84677
chord_tensor,32,131,sign,2,2,83400
chord_tensor,32,131,sign,2,3,83087
chord_tensor,32,131,sign,2,4,83153
chord_tensor,32,131,sign,2,5,82948
chord_tensor,32,131,sign,2,6,83404
chord_tensor,32,131,sign,2,7,82990
chord_tensor,32,131,sign,2,8,83098
chord_tensor,32,131,sign,2,9,84838
chord_tensor,32,131,sign,2,10,83330
chord_tensor,32,131,sign,2,11,83028
chord_tensor,32,131,sign,2,12,84529
chord_tensor,32,131,sign,2,13,83160
chord_tensor,32,131,sign,2,14,83280
chord_tensor,32,131,sign,2,15,82934
chord_tensor,32,131,sign,2,16,83233
chord_tensor,32,131,sign,2,17,84673
chord_tensor,32,131,sign,2,18,83460
chord_tensor,32,131,sign,2,19,83013
chord_tensor,32,131,sign,2,20,82933
chord_tensor,32,131,sign,2,21,82963
chord_tensor,32,131,sign,2,22,83328
chord_tensor,32,131,sign,2,23,82924
chord_tensor,32,131,sign,2,24,84544
chord_tensor,32,131,sign,2,25,84638
chord_tensor,32,131,sign,2,26,83238
chord_tensor,32,131,sign,2,27,82993
chord_tensor,32,131,sign,2,28,83180
chord_tensor,32,131,sign,2,29,83045
chord_tensor,32,131,sign,2,30,82949
chord_tensor,32,131,sign,2,31,82903
chord_tensor,32,131,sign,2,32,82870
chord_tensor,32,131,sign,2,33,84633
chord_tensor,32,131,sign,2,34,83156
chord_tensor,32,131,sign,2,35,83030
chord_tensor,32,131,sign,2,36,84409
chord_tensor,32,131,sign,2,37,82973
chord_tensor,32,131,sign,2,38,83438
chord_tensor,32,131,sign,2,39,82847
chord_tensor,32,131,verify,0,0,477157
chord_tensor,32,131,verify,0,1,466268
chord_tensor,32,131,verify,0,2,477536
chord_tensor,32,131,verify,0,3,477523
chord_tensor,32,131,verify,0,4,465817
chord_tensor,32,131,verify,0,5,477651
chord_tensor,32,131,verify,0,6,479058
chord_tensor,32,131,verify,0,7,464693
chord_tensor,32,131,verify,0,8,479211
chord_tensor,32,131,verify,0,9,477663
chord_tensor,32,131,verify,0,10,481445
chord_tensor,32,131,verify,0,11,481965
chord_tensor,32,131,verify,0,12,480390
chord_tensor,32,131,verify,0,13,480568
chord_tensor,32,131,verify,0,14,479302
chord_tensor,32,131,verify,0,15,477571
chord_tensor,32,131,verify,0,16,479499
chord_tensor,32,131,verify,0,17,477770
chord_tensor,32,131,verify,0,18,479515
chord_tensor,32,131,verify,0,19,477705
chord_tensor,32,131,verify,0,20,479218
chord_tensor,32,131,verify,0,21,477694
chord_tensor,32,131,verify,0,22,479054
chord_tensor,32,131,verify,0,23,464331
chord_tensor,32,131,verify,0,24,464405
chord_tensor,32,131,verify,0,25,479189
chord_tensor,32,131,verify,0,26,477712
chord_tensor,32,131,verify,0,27,479071
chord_tensor,32,131,verify,0,28,481093
chord_tensor,32,131,verify,0,29,470738
chord_tensor,32,131,verify,0,30,474813
chord_tensor,32,131,verify,0,31,492533
chord_tensor,32,131,verify,0,32,489984
chord_tensor,32,131,verify,0,33,498105
chord_tensor,32,131,verify,0,34,471868
chord_tensor,32,131,verify,0,35,499189
chord_tensor,32,131,verify,0,36,489359
chord_tensor,32,131,verify,0,37,488064
chord_tensor,32,131,verify,0,38,479040
chord_tensor,32,131,verify,0,39,479964
chord_tensor,32,131,verify,1,0,477113
chord_tensor,32,131,verify,1,1,477476
chord_tensor,32,131,verify,1,2,479322
chord_tensor,32,131,verify,1,3,463670
chord_tensor,32,131,verify,1,4,483222
chord_tensor,32,131,verify,1,5,477649
chord_tensor,32,131,verify,1,6,467755
chord_tensor,32,131,verify,1,7,477284
chord_tensor,32,131,verify,1,8,479131
chord_tensor,32,131,verify,1,9,464512
chord_tensor,32,131,verify,1,10,480457
chord_tensor,32,131,verify,1,11,477295
chord_tensor,32,131,verify,1,12,465969
chord_tensor,32,131,verify,1,13,477181
chord_tensor,32,131,verify,1,14,479447
chord_tensor,32,131,verify,1,15,477575
chord_tensor,32,131,verify,1,16,478939
chord_tensor,32,131,verify,1,17,477439
chord_tensor,32,131,verify,1,18,480740
chord_tensor,32,131,verify,1,19,477341
chord_tensor,32,131,verify,1,20,479069
chord_tensor,32,131,verify,1,21,477499
chord_tensor,32,131,verify,1,22,477329
chord_tensor,32,131,verify,1,23,479211
chord_tensor,32,131,verify,1,24,479176
chord_tensor,32,131,verify,1,25,481411
chord_tensor,32,131,verify,1,26,464466
chord_tensor,32,131,verify,1,27,465460
chord_tensor,32,131,verify,1,28,477558
chord_tensor,32,131,verify,1,29,479263
chord_tensor,32,131,verify,1,30,477772
chord_tensor,32,131,verify,1,31,479232
chord_tensor,32,131,verify,1,32,477738
chord_tensor,32,131,verify,1,33,479207
chord_tensor,32,131,verify,1,34,477717
chord_tensor,32,131,verify,1,35,466088
chord_tensor,32,131,verify,1,36,477453
chord_tensor,32,131,verify,1,37,466248
chord_tensor,32,131,verify,1,38,477709
chord_tensor,32,131,verify,1,39,466140
chord_tensor,32,131,verify,2,0,478991
chord_tensor,32,131,verify,2,1,453362
chord_tensor,32,131,verify,2,2,470802
chord_tensor,32,131,verify,2,3,442507
chord_tensor,32,131,verify,2,4,443434
chord_tensor,32,131,verify,2,5,454753
chord_tensor,32,131,verify,2,6,454198
chord_tensor,32,131,verify,2,7,506113
chord_tensor,32,131,verify,2,8,473879
chord_tensor,32,131,verify,2,9,465601
chord_tensor,32,131,verify,2,10,457228
chord_tensor,32,131,verify,2,11,467603
chord_tensor,32,131,verify,2,12,452343
chord_tensor,32,131,verify,2,13,479509
chord_tensor,32,131,verify,2,14,463399
chord_tensor,32,131,verify,2,15,484472
chord_tensor,32,131,verify,2,16,466027
chord_tensor,32,131,verify,2,17,481583
chord_tensor,32,131,verify,2,18,465888
chord_tensor,32,131,verify,2,19,455043
chord_tensor,32,131,verify,2,20,454925
chord_tensor,32,131,verify,2,21,467352
chord_tensor,32,131,verify,2,22,465910
chord_tensor,32,131,verify,2,23,467612
chord_tensor,32,131,verify,2,24,465882
chord_tensor,32,131,verify,2,25,465792
chord_tensor,32,131,verify,2,26,467417
chord_tensor,32,131,verify,2,27,467807
chord_tensor,32,131,verify,2,28,467379
chord_tensor,32,131,verify,2,29,465904
chord_tensor,32,131,verify,2,30,467469
chord_tensor,32,131,verify,2,31,466071
chord_tensor,32,131,verify,2,32,467394
chord_tensor,32,131,verify,2,33,453304
chord_tensor,32,131,verify,2,34,457566
chord_tensor,32,131,verify,2,35,465963
chord_tensor,32,131,verify,2,36,467861
chord_tensor,32,131,verify,2,37,465862
chord_tensor,32,131,verify,2,38,467252
chord_tensor,32,131,verify,2,39,465823
chord_tensor,48,193,keygen,0,0,159488815
chord_tensor,48,193,keygen,0,1,158779276
chord_tensor,48,193,keygen,0,2,155931508
chord_tensor,48,193,keygen,0,3,158173817
chord_tensor,48,193,keygen,0,4,160454858
chord_tensor,48,193,keygen,0,5,159591929
chord_tensor,48,193,keygen,0,6,152658315
chord_tensor,48,193,keygen,0,7,148141565
chord_tensor,48,193,keygen,0,8,147726448
chord_tensor,48,193,keygen,0,9,150342281
chord_tensor,48,193,keygen,0,10,152157006
chord_tensor,48,193,keygen,0,11,163316600
chord_tensor,48,193,keygen,0,12,149958751
chord_tensor,48,193,keygen,0,13,151650665
chord_tensor,48,193,keygen,0,14,148186725
chord_tensor,48,193,keygen,0,15,148753724
chord_tensor,48,193,keygen,0,16,157488478
chord_tensor,48,193,keygen,0,17,153986931
chord_tensor,48,193,keygen,0,18,154699895
chord_tensor,48,193,keygen,0,19,149676495
chord_tensor,48,193,keygen,1,0,153086549
chord_tensor,48,193,keygen,1,1,148723991
chord_tensor,48,193,keygen,1,2,149299526
chord_tensor,48,193,keygen,1,3,147981955
chord_tensor,48,193,keygen,1,4,162567402
chord_tensor,48,193,keygen,1,5,149880600
chord_tensor,48,193,keygen,1,6,152001964
chord_tensor,48,193,keygen,1,7,148561049
chord_tensor,48,193,keygen,1,8,147892599
chord_tensor,48,193,keygen,1,9,150195702
chord_tensor,48,193,keygen,1,10,152527099
chord_tensor,48,193,keygen,1,11,164492282
chord_tensor,48,193,keygen,1,12,149776654
chord_tensor,48,193,keygen,1,13,151416030
chord_tensor,48,193,keygen,1,14,148042227
chord_tensor,48,193,keygen,1,15,148907706
chord_tensor,48,193,keygen,1,16,152527097
chord_tensor,48,193,keygen,1,17,150275371
chord_tensor,48,193,keygen,1,18,150116238
chord_tensor,48,193,keygen,1,19,151984788
chord_tensor,48,193,keygen,2,0,152165320
chord_tensor,48,193,keygen,2,1,149654959
chord_tensor,48,193,keygen,2,2,150230432
chord_tensor,48,193,keygen,2,3,149171406
chord_tensor,48,193,keygen,2,4,163593638
chord_tensor,48,193,keygen,2,5,151558732
chord_tensor,48,193,keygen,2,6,149840829
chord_tensor,48,193,keygen,2,7,149859802
chord_tensor,48,193,keygen,2,8,149764971
chord_tensor,48,193,keygen,2,9,150485913
chord_tensor,48,193,keygen,2,10,154042574
chord_tensor,48,193,keygen,2,11,154986725
chord_tensor,48,193,keygen,2,12,149511820
chord_tensor,48,193,keygen,2,13,149790047
chord_tensor,48,193,keygen,2,14,151001152
chord_tensor,48,193,keygen,2,15,153223102
chord_tensor,48,193,keygen,2,16,174800630
chord_tensor,48,193,keygen,2,17,167194364
chord_tensor,48,193,keygen,2,18,155787748
chord_tensor,48,193,keygen,2,19,149449295
chord_tensor,48,193,sign,0,0,169614
chord_tensor,48,193,sign,0,1,171276
chord_tensor,48,193,sign,0,2,171392
chord_tensor,48,193,sign,0,3,169334
chord_tensor,48,193,sign,0,4,169148
chord_tensor,48,193,sign,0,5,169187
chord_tensor,48,193,sign,0,6,173615
chord_tensor,48,193,sign,0,7,169307
chord_tensor,48,193,sign,0,8,169289
chord_tensor,48,193,sign,0,9,169307
chord_tensor,48,193,sign,0,10,171151
chord_tensor,48,193,sign,0,11,169201
chord_tensor,48,193,sign,0,12,170844
chord_tensor,48,193,sign,0,13,169581
chord_tensor,48,193,sign,0,14,169424
chord_tensor,48,193,sign,0,15,169344
chord_tensor,48,193,sign,0,16,169303
chord_tensor,48,193,sign,0,17,169454
chord_tensor,48,193,sign,0,18,172503
chord_tensor,48,193,sign,0,19,169480
chord_tensor,48,193,sign,0,20,169238
chord_tensor,48,193,sign,0,21,169372
chord_tensor,48,193,sign,0,22,169219
chord_tensor,48,193,sign,0,23,169173
chord_tensor,48,193,sign,0,24,171249
